"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.orig","Input.corr","Answer.grammar-correction.label","Approve","Reject"
"3I01FDIL6L7FNHH09Z86E94GSUFD2K","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3QECW5O0KH0GQNUE3AFL63L1JW65T3","A12TSLY8GXWHB4","Submitted","Fri Mar 05 09:52:47 PST 2021","Fri Mar 05 09:52:56 PST 2021","Mon Mar 08 09:52:56 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)"," I bought it, when we got my house built last month.","I bought it when we got my house built last month.","Yes"
"3GITHABACXKO9T8DYTM9AEGA6YH2NR","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3KMS4QQVK2P9P1XGFDE2ROPIPDTFKQ","A2VO8C41JJIQY9","Submitted","Fri Mar 05 09:52:31 PST 2021","Fri Mar 05 09:53:01 PST 2021","Mon Mar 08 09:53:01 PST 2021","","","","30","0% (0/0)","0% (0/0)","0% (0/0)"," It was one of my wish lists, as my hands got chapped from detergent."," It was an item on my wish list, as my hands got chapped from detergent.","Yes"
"3ZICQFRS30H8WTP8QO6HSCXQ1LNZZC","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3O7L7BFSHEOQDS7WKZ9KWQP5L8TIE4","A2TQCLAV1NQW5N","Submitted","Fri Mar 05 10:16:47 PST 2021","Fri Mar 05 10:22:04 PST 2021","Mon Mar 08 10:22:04 PST 2021","","","","317","0% (0/0)","0% (0/0)","0% (0/0)"," After using it, I realize that it is much more cleaner than washing by hands, and what’s more, I can reduce the time I spent doing washes."," After using it, I realize that it got the dishes much cleaner than washing by hand and what’s more, I can reduce the time I spent doing washes.","Yes"
"3LAZVA75NHQ6RE8PZ8MMP3GFW8M2O6","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3Q5C1WP23M0FH3I51RVB0X26RDF15Q","A2VO8C41JJIQY9","Submitted","Fri Mar 05 09:52:32 PST 2021","Fri Mar 05 09:53:23 PST 2021","Mon Mar 08 09:53:23 PST 2021","","","","51","0% (0/0)","0% (0/0)","0% (0/0)"," My mother told me that she doesn’t need to buy it, because at first, she likes to doing washes."," My mother told me that she doesn’t need to buy one, because, first of all, she likes to doing washes.","No"
"39KMGHJ4RY9ESNDSI0GXGERI17M00U","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3UJ1CZ6IZHOFBNHZEAAVWYPFHDS5SE","A3P57IUDHUKNCE","Submitted","Fri Mar 05 09:52:33 PST 2021","Fri Mar 05 10:39:38 PST 2021","Mon Mar 08 10:39:38 PST 2021","","","","2825","0% (0/0)","0% (0/0)","0% (0/0)"," Second, it’s much faster if she does washes by herself."," Second, it’s much faster if she does the washing by herself.","Yes"
"3DGDV62G7N8OCEKQE8Z1E3L56DI2PN","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3IUZPWIU1O6B0NJB52O2VCBIKGJKWT","AJ9IY4IHOGB8","Submitted","Fri Mar 05 09:52:33 PST 2021","Fri Mar 05 10:39:47 PST 2021","Mon Mar 08 10:39:47 PST 2021","","","","2834","0% (0/0)","0% (0/0)","0% (0/0)","I came across an article the other day and they say doing washes is of good importance to remove your stresses.","I came across an article the other day saying that dish washing is useful for removing your stresses.","Yes"
"3ULIZ0H1V94DUJKBBPQ9BE6JN7351N","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3VE8AYVF8MWPU0VF6OHZ1JGRUDZ8F0","A2TQCLAV1NQW5N","Submitted","Fri Mar 05 09:52:41 PST 2021","Fri Mar 05 09:52:48 PST 2021","Mon Mar 08 09:52:48 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","I went to see my old friends from college .","I went to see my old friends from college.","Yes"
"3QREJ3J432WT299IBMCYXIYFI33KLT","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3O7L7BFSHEOQDS7WKZ9KWQP5L8PIE0","A2JJF5OFND2KL5","Submitted","Fri Mar 05 09:52:31 PST 2021","Fri Mar 05 10:50:41 PST 2021","Mon Mar 08 10:50:41 PST 2021","","","","3490","0% (0/0)","0% (0/0)","0% (0/0)"," I’m not good at driving , so I avoided using high way."," I’m not good at driving, so I avoided using a freeway.","Yes"
"391JB9X4ZX7D8RR3BYDDXVD4I8TKMV","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3KJYX6QCM9A3AEDOX7JU8VSRYIHJVJ","A122LRCSBAD6DC","Submitted","Fri Mar 05 09:55:04 PST 2021","Fri Mar 05 10:15:30 PST 2021","Mon Mar 08 10:15:30 PST 2021","","","","1226","0% (0/0)","0% (0/0)","0% (0/0)"," After we both got married and had own family, we gradually stop keeping touch than before, because of hectic life.","After we both got married and had our own families, we gradually stopped keeping in touch with each other , because of our hectic life.","Yes"
"3BVS8WK9QZUQJ5XIK62S6ZNXE50IBT","3MVRTDU8OENNAQM2CGABLV35QCL5FN","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.03","Fri Mar 05 09:52:16 PST 2021","1","BatchId:4356239;OriginalHitTemplateId:928390905;","3600","259200","Mon Mar 08 09:52:16 PST 2021","","","3IOEN3P9S7IB07IJ6A5GS3G6N8Q166","A2YOVBJ9EXAI8W","Submitted","Fri Mar 05 09:52:34 PST 2021","Fri Mar 05 10:00:04 PST 2021","Mon Mar 08 10:00:04 PST 2021","","","","450","0% (0/0)","0% (0/0)","0% (0/0)","I think that real friend is the ones who can always there for you no matter where you are .","I think that real friend are the ones who can always there for you no matter where you are.","Yes"
