"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.orig","Input.corr","Answer.grammar-correction.label","Approve","Reject"
"3SV8KD29L3RD7YQMQN375X9DXOWZK0","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","35DR22AR5DJKTPGUU1SPG98NJSNX31","A3EB5G62854MAJ","Submitted","Wed Mar 10 12:37:20 PST 2021","Wed Mar 10 12:37:35 PST 2021","Sat Mar 13 12:37:35 PST 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells to the lawyer that Hyde has a key for the lavatory and that the servants had to obey to Hyde.","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells the lawyer that Hyde has a key for the lavatory and that the servants had to obey Hyde.","No"
"3SV8KD29L3RD7YQMQN375X9DXOWZK0","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3F6HPJW4JDZGJ7FLGWIYVGPO4D3W2K","A1P8G437YE33GL","Submitted","Wed Mar 10 16:35:09 PST 2021","Wed Mar 10 16:35:31 PST 2021","Sat Mar 13 16:35:31 PST 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells to the lawyer that Hyde has a key for the lavatory and that the servants had to obey to Hyde.","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells the lawyer that Hyde has a key for the lavatory and that the servants had to obey Hyde.","No"
"3SV8KD29L3RD7YQMQN375X9DXOWZK0","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3KMS4QQVK2P9P1XGFDE2ROPIQ9JFK9","A19TKUQVNF8YU9","Submitted","Wed Mar 10 12:59:34 PST 2021","Wed Mar 10 12:59:59 PST 2021","Sat Mar 13 12:59:59 PST 2021","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells to the lawyer that Hyde has a key for the lavatory and that the servants had to obey to Hyde.","Utterson is really worried about Jekyll so he decided to visit Jekyll but he is not at home and at this moment Poole tells the lawyer that Hyde has a key for the lavatory and that the servants had to obey Hyde.","No"
"33NOQL7T9NYTCXOLHY64FS0M2O38ZR","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","351SEKWQS0G7H5JN9JWSI1E131QDMT","A10042UW3Q59GF","Submitted","Wed Mar 10 12:24:26 PST 2021","Wed Mar 10 12:24:39 PST 2021","Sat Mar 13 12:24:39 PST 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","My English teachers in primary school or even in senior high didn't spend much time teaching us pronunciation.(Actually they simply reckon grammar the most important part in English learning, while I don't think so)","My English teachers in primary school or even in high school didn't spend much time teaching us pronunciation.( they  thought that grammar is the most important part of English learning, while I don't think so)","Yes"
"33NOQL7T9NYTCXOLHY64FS0M2O38ZR","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3B2X28YI3WECD50B87Y5YFTFAH3B6G","A19Y8QDS9ABVD4","Submitted","Wed Mar 10 15:07:54 PST 2021","Wed Mar 10 15:08:26 PST 2021","Sat Mar 13 15:08:26 PST 2021","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","My English teachers in primary school or even in senior high didn't spend much time teaching us pronunciation.(Actually they simply reckon grammar the most important part in English learning, while I don't think so)","My English teachers in primary school or even in high school didn't spend much time teaching us pronunciation.( they  thought that grammar is the most important part of English learning, while I don't think so)","No"
"33NOQL7T9NYTCXOLHY64FS0M2O38ZR","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3MB8LZR5BFSVPT7C1OH0M1U2N6LLK2","A20CVITAYVBNBU","Submitted","Wed Mar 10 16:33:46 PST 2021","Wed Mar 10 16:34:02 PST 2021","Sat Mar 13 16:34:02 PST 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","My English teachers in primary school or even in senior high didn't spend much time teaching us pronunciation.(Actually they simply reckon grammar the most important part in English learning, while I don't think so)","My English teachers in primary school or even in high school didn't spend much time teaching us pronunciation.( they  thought that grammar is the most important part of English learning, while I don't think so)","No"
"3URJ6VVYUOMGUSNC3M5AIIDDGY44OE","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","33IZTU6J810OD619KGTQOHGZB82XS9","A1Z4XLTF0PG9S2","Submitted","Wed Mar 10 13:44:19 PST 2021","Wed Mar 10 13:44:35 PST 2021","Sat Mar 13 13:44:35 PST 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer to playing games, which can give me a sense of excitement in a comparatively short time.","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer playing games, which can give me a sense of excitement in a comparatively shorter amount of time.","Yes"
"3URJ6VVYUOMGUSNC3M5AIIDDGY44OE","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3URFVVM165HTXETSA3CB03EY48AZUJ","A1V8FJHR0XVNCV","Submitted","Wed Mar 10 22:41:20 PST 2021","Wed Mar 10 22:42:12 PST 2021","Sat Mar 13 22:42:12 PST 2021","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer to playing games, which can give me a sense of excitement in a comparatively short time.","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer playing games, which can give me a sense of excitement in a comparatively shorter amount of time.","Yes"
"3URJ6VVYUOMGUSNC3M5AIIDDGY44OE","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:32 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:32 PST 2021","","","3YZ8UPK3VTLGPLIIIPS3P5DDVP8UCX","A1P8G437YE33GL","Submitted","Wed Mar 10 16:51:09 PST 2021","Wed Mar 10 16:51:34 PST 2021","Sat Mar 13 16:51:34 PST 2021","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer to playing games, which can give me a sense of excitement in a comparatively short time.","Compared to working hard to learn a language that I probably won't get any chance to use in the future, I prefer playing games, which can give me a sense of excitement in a comparatively shorter amount of time.","Yes"
"385MDVINFBEE2JFZXFJO5EFI1XTJWW","30MUBYSPBN2ZWECRPNEGUJ52CSASKE","Grammatical Error Corrections","Does the ""Corrected"" sentence correct all of the grammatical errors in the ""Original"" sentence? Please select ""Yes"" or ""No"".","English, grammar errors, correction","$0.02","Wed Mar 10 12:09:33 PST 2021","3","BatchId:4362628;OriginalHitTemplateId:928390905;","10800","259200","Sat Mar 13 12:09:33 PST 2021","","","33IZTU6J810OD619KGTQOHGZB8SXSZ","A21J8P4FV3RW3D","Submitted","Wed Mar 10 13:02:46 PST 2021","Wed Mar 10 13:03:06 PST 2021","Sat Mar 13 13:03:06 PST 2021","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","For ordinary customers, it is not easy to discern between a cold and the flu, therefore it is better to suggest drugs consisted of only acetaminophen or crude medicine materials especially during the flu season.","For ordinary customers, it is not easy to tell the difference between a cold and the flu, so it is better to suggest drugs consisting only of acetaminophen or natural remedies, especially during the flu season.","Yes"
